TheVoynichManuscript_chunk_113_1499105773483229_count_0_noise_-1_noise_type_White,2,12.72,13.8,ticket things,-1,True,0.7861,0.388,podcast_lecture,White,ticket,things,"[{'word_confidence': [['tickets', 0.26], ['since', 0.303]], 'confidence': 0.276, 'timestamps': [['tickets', 0.31, 0.85], ['since', 0.93, 1.26]], 'transcript': 'tickets since '}]",tickets,0.5677,since,0.4111
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_67_1499105773483229_count_0_noise_-1_noise_type_White,2,6.07,6.93,shelling inside,-1,False,0.2815,0.8232,podcast_lecture,White,shelling,inside,"[{'word_confidence': [['Shaolin', 0.145], ['inside', 0.303]], 'confidence': 0.227, 'timestamps': [['Shaolin', 0.23, 0.65], ['inside', 0.65, 1.1]], 'transcript': 'Shaolin inside '}]",shall,0.5504,inside,0.6612
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_67_1499105773483229_count_0_noise_0_noise_type_White,2,6.07,6.93,shelling inside,0,False,0.2815,0.8232,podcast_lecture,White,shelling,inside,"[{'word_confidence': [['shall', 0.612], ['on', 0.187], ['inside', 0.397]], 'confidence': 0.445, 'timestamps': [['shall', 0.23, 0.54], ['on', 0.54, 0.66], ['inside', 0.66, 1.1]], 'transcript': 'shall on inside '}]",shall,0.767,inside,0.7377
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_67_1499105773483229_count_0_noise_10_noise_type_White,2,6.07,6.93,shelling inside,10,False,0.2815,0.8232,podcast_lecture,White,shelling,inside,"[{'word_confidence': [['shall', 0.427], ['on', 0.11], ['inside', 0.514]], 'confidence': 0.428, 'timestamps': [['shall', 0.29, 0.54], ['on', 0.54, 0.66], ['inside', 0.66, 1.11]], 'transcript': 'shall on inside '}]",shall,0.4918,inside,0.8206
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_67_1499105773483229_count_0_noise_15_noise_type_White,2,6.07,6.93,shelling inside,15,False,0.2815,0.8232,podcast_lecture,White,shelling,inside,"[{'word_confidence': [['sallam', 0.207], ['inside', 0.681]], 'confidence': 0.452, 'timestamps': [['sallam', 0.24, 0.66], ['inside', 0.66, 1.11]], 'transcript': 'sallam inside '}]",sallam,0.3759,inside,0.7524
History_4A_Fall_2007_UC_Berkeley_Lecture_06_Small_States_and_Big_Empires_The_Ancient_Near_East_c._1600-610_BC_20458_chunk_67_1499105773483229_count_0_noise_17_noise_type_White,2,6.07,6.93,shelling inside,17,False,0.2815,0.8232,podcast_lecture,White,shelling,inside,"[{'word_confidence': [['sallam', 0.271], ['inside', 0.566]], 'confidence': 0.426, 'timestamps': [['sallam', 0.25, 0.66], ['inside', 0.66, 1.11]], 'transcript': 'sallam inside '}]",sallam,0.4108,inside,0.7244
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_112_1499105773483229_count_0_noise_-1_noise_type_White,2,20.88,21.77,these artificial,-1,False,0.4579,0.7874,podcast_lecture,White,these,artificial,"[{'word_confidence': [['artificial', 0.902]], 'confidence': 0.902, 'timestamps': [['artificial', 0.51, 1.11]], 'transcript': 'artificial '}]",artificial,0.9961
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_112_1499105773483229_count_0_noise_0_noise_type_White,2,20.88,21.77,these artificial,0,False,0.4579,0.7874,podcast_lecture,White,these,artificial,"[{'word_confidence': [['artificial', 0.601]], 'confidence': 0.601, 'timestamps': [['artificial', 0.52, 1.11]], 'transcript': 'artificial '}]",artificial,0.9039
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_112_1499105773483229_count_0_noise_5_noise_type_White,2,20.88,21.77,these artificial,5,False,0.4579,0.7874,podcast_lecture,White,these,artificial,"[{'word_confidence': [['artificial', 0.571]], 'confidence': 0.571, 'timestamps': [['artificial', 0.52, 1.1]], 'transcript': 'artificial '}]",artificial,0.8748
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_112_1499105773483229_count_0_noise_7_noise_type_White,2,20.88,21.77,these artificial,7,False,0.4579,0.7874,podcast_lecture,White,these,artificial,"[{'word_confidence': [['artificial', 0.552]], 'confidence': 0.552, 'timestamps': [['artificial', 0.52, 1.1]], 'transcript': 'artificial '}]",artificial,0.8968
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_112_1499105773483229_count_0_noise_8_noise_type_White,2,20.88,21.77,these artificial,8,False,0.4579,0.7874,podcast_lecture,White,these,artificial,"[{'word_confidence': [['artificial', 0.545]], 'confidence': 0.545, 'timestamps': [['artificial', 0.52, 1.1]], 'transcript': 'artificial '}]",artificial,0.8885
TerenceMckenna-TrueHallucinations06-16_chunk_42_1499105773483229_count_0_noise_-1_noise_type_White,2,20.38,21.48,money tradition,-1,True,0.7917,0.4599,podcast_lecture,White,money,tradition,"[{'word_confidence': [['Monica', 0.585]], 'confidence': 0.585, 'timestamps': [['Monica', 0.24, 0.65]], 'transcript': 'Monica '}]",Monica,0.8343
TheVoynichManuscript_chunk_28_1499105773483229_count_0_noise_-1_noise_type_White,2,10.67,11.67,handcuff because,-1,False,0.4293,0.7015,podcast_lecture,White,handcuff,because,"[{'word_confidence': [['I', 0.339], ['handcuffed', 0.414]], 'confidence': 0.411, 'timestamps': [['I', 0.25, 0.28], ['handcuffed', 0.28, 1.04]], 'transcript': 'I handcuffed '}]",I,0.5483,handcuffed,0.5509
History_4A_Fall_2007_UC_Berkeley_Lecture_29_The_Roman_State_and_the_Christian_Church_20481_chunk_72_1499105773483229_count_0_noise_-1_noise_type_White,2,17.48,18.16,power William,-1,True,0.7309,0.488,podcast_lecture,White,power,William,"[{'word_confidence': [['power', 0.349], ['William', 0.426]], 'confidence': 0.398, 'timestamps': [['power', 0.25, 0.5], ['William', 0.5, 0.92]], 'transcript': 'power William '}]",power,0.4659,William,0.6448
TerenceMckenna-TrueHallucinations05-16_chunk_52_1499105773483229_count_0_noise_-1_noise_type_White,2,9.04,9.86,immediate group,-1,False,0.3499,0.8298,podcast_lecture,White,immediate,group,"[{'word_confidence': [['media', 0.133], ['group', 0.535]], 'confidence': 0.352, 'timestamps': [['media', 0.25, 0.61], ['group', 0.61, 1.04]], 'transcript': 'media group '}]",maybe,0.4071,it,0.5108,group,0.6025
TerenceMckenna-TrueHallucinations05-16_chunk_52_1499105773483229_count_0_noise_0_noise_type_White,2,9.04,9.86,immediate group,0,False,0.3499,0.8298,podcast_lecture,White,immediate,group,"[{'word_confidence': [['media', 0.163], ['group', 0.591]], 'confidence': 0.396, 'timestamps': [['media', 0.25, 0.61], ['group', 0.61, 1.04]], 'transcript': 'media group '}]",maybe,0.4665,it,0.3976,group,0.6932
TerenceMckenna-TrueHallucinations05-16_chunk_52_1499105773483229_count_0_noise_10_noise_type_White,2,9.04,9.86,immediate group,10,False,0.3499,0.8298,podcast_lecture,White,immediate,group,"[{'word_confidence': [['maybe', 0.449], ['a', 0.219], ['group', 0.548]], 'confidence': 0.489, 'timestamps': [['maybe', 0.26, 0.56], ['a', 0.56, 0.61], ['group', 0.61, 1.04]], 'transcript': 'maybe a group '}]",maybe,0.7185,it,0.5534,group,0.6568
TerenceMckenna-TrueHallucinations05-16_chunk_52_1499105773483229_count_0_noise_20_noise_type_White,2,9.04,9.86,immediate group,20,False,0.3499,0.8298,podcast_lecture,White,immediate,group,"[{'word_confidence': [['maybe', 0.479], ['a', 0.234], ['group', 0.454]], 'confidence': 0.448, 'timestamps': [['maybe', 0.3, 0.56], ['a', 0.56, 0.61], ['group', 0.61, 1.04]], 'transcript': 'maybe a group '}]",maybe,0.7954,a,0.5232,group,0.7082
TerenceMckenna-TrueHallucinations05-16_chunk_52_1499105773483229_count_0_noise_25_noise_type_White,2,9.04,9.86,immediate group,25,False,0.3499,0.8298,podcast_lecture,White,immediate,group,"[{'word_confidence': [['maybe', 0.403], ['a', 0.204], ['group', 0.287]], 'confidence': 0.323, 'timestamps': [['maybe', 0.3, 0.56], ['a', 0.56, 0.61], ['group', 0.61, 1.03]], 'transcript': 'maybe a group '}]",maybe,0.6857,a,0.439,group,0.424
TerenceMckenna-TrueHallucinations05-16_chunk_52_1499105773483229_count_0_noise_22_noise_type_White,2,9.04,9.86,immediate group,22,False,0.3499,0.8298,podcast_lecture,White,immediate,group,"[{'word_confidence': [['maybe', 0.449], ['a', 0.253], ['group', 0.421]], 'confidence': 0.42, 'timestamps': [['maybe', 0.3, 0.56], ['a', 0.56, 0.61], ['group', 0.61, 1.04]], 'transcript': 'maybe a group '}]",maybe,0.7581,a,0.5764,group,0.6094
TerenceMckenna-TrueHallucinations05-16_chunk_52_1499105773483229_count_0_noise_24_noise_type_White,2,9.04,9.86,immediate group,24,False,0.3499,0.8298,podcast_lecture,White,immediate,group,"[{'word_confidence': [['maybe', 0.443], ['a', 0.231], ['group', 0.409]], 'confidence': 0.409, 'timestamps': [['maybe', 0.3, 0.56], ['a', 0.56, 0.61], ['group', 0.61, 1.04]], 'transcript': 'maybe a group '}]",maybe,0.7225,a,0.4988,group,0.4756
TerenceMckenna-TrueHallucinations05-16_chunk_52_1499105773483229_count_0_noise_23_noise_type_White,2,9.04,9.86,immediate group,23,False,0.3499,0.8298,podcast_lecture,White,immediate,group,"[{'word_confidence': [['maybe', 0.416], ['a', 0.265], ['group', 0.384]], 'confidence': 0.387, 'timestamps': [['maybe', 0.3, 0.56], ['a', 0.56, 0.61], ['group', 0.61, 1.04]], 'transcript': 'maybe a group '}]",maybe,0.7412,a,0.5598,group,0.5686
TerenceMckenna-TrueHallucinations10-16_chunk_24_1499105773483229_count_0_noise_-1_noise_type_White,2,22.25,23.45,perfect chemical,-1,True,0.9986,0.4454,podcast_lecture,White,perfect,chemical,"[{'word_confidence': [['a', 0.177], [""person's"", 0.042], ['death', 0.676], ['chemical', 0.783]], 'confidence': 0.454, 'timestamps': [['a', 0.23, 0.28], [""person's"", 0.28, 0.74], ['death', 0.74, 1.0], ['chemical', 1.0, 1.44]], 'transcript': ""a person's death chemical ""}]",perfect,0.304,death,0.7454,chemical,0.6985
OpenDoors_chunk_111_1499105773483229_count_0_noise_-1_noise_type_White,2,8.47,9.77,transcendental gaming,-1,True,0.8544,0.3176,podcast_lecture,White,transcendental,gaming,"[{'word_confidence': [['transom', 0.219], ['damp', 0.288], ['holding', 0.239], ['me', 0.55]], 'confidence': 0.279, 'timestamps': [['transom', 0.29, 0.83], ['damp', 0.83, 1.12], ['holding', 1.12, 1.38], ['me', 1.38, 1.53]], 'transcript': 'transom damp holding me '}]",transom,0.5098,damp,0.6684,holding,0.6559,me,0.6137
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_88_1499105773483229_count_0_noise_-1_noise_type_White,2,8.16,8.99,posts little,-1,True,0.7221,0.4961,podcast_lecture,White,posts,little,"[{'word_confidence': [['well', 0.136]], 'confidence': 0.136, 'timestamps': [['well', 0.88, 1.05]], 'transcript': 'well '}]",well,0.3308
History_4A_Fall_2007_UC_Berkeley_Lecture_31_Twilight_in_the_West_20483_chunk_24_1499105773483229_count_0_noise_-1_noise_type_White,2,3.52,4.18,eighty candy,-1,False,0.4796,0.8003,podcast_lecture,White,eighty,candy,"[{'word_confidence': [['eighty', 0.585], ['eight', 0.733], ['candid', 0.14]], 'confidence': 0.413, 'timestamps': [['eighty', 0.22, 0.43], ['eight', 0.43, 0.59], ['candid', 0.59, 0.91]], 'transcript': 'eighty eight candid '}]",eighty,0.8951,eight,0.9056,candid,0.552
TerenceMckenna-TrueHallucinations15-16_chunk_8_1499105773483229_count_0_noise_-1_noise_type_White,2,4.5,6.16,psilocybin deaths,-1,True,0.9999,0.2268,podcast_lecture,White,psilocybin,deaths,"[{'word_confidence': [['psilocybin', 0.999], ['deaths', 0.247]], 'confidence': 0.681, 'timestamps': [['psilocybin', 0.23, 1.2], ['deaths', 1.2, 1.91]], 'transcript': 'psilocybin deaths '}]",psilocybin,0.9969,deaths,0.4962
TerenceMckenna-TrueHallucinations15-16_chunk_8_1499105773483229_count_0_noise_0_noise_type_White,2,4.5,6.16,psilocybin deaths,0,True,0.9999,0.2268,podcast_lecture,White,psilocybin,deaths,"[{'word_confidence': [['psilocybin', 0.999], ['death', 0.256]], 'confidence': 0.701, 'timestamps': [['psilocybin', 0.23, 1.2], ['death', 1.2, 1.85]], 'transcript': 'psilocybin death '}]",psilocybin,0.9966,deaths,0.4462
TerenceMckenna-TrueHallucinations15-16_chunk_8_1499105773483229_count_0_noise_10_noise_type_White,2,4.5,6.16,psilocybin deaths,10,True,0.9999,0.2268,podcast_lecture,White,psilocybin,deaths,"[{'word_confidence': [['psilocybin', 1.0], ['death', 0.293]], 'confidence': 0.717, 'timestamps': [['psilocybin', 0.23, 1.2], ['death', 1.2, 1.85]], 'transcript': 'psilocybin death '}]",psilocybin,1.0,death,0.5716
TerenceMckenna-TrueHallucinations15-16_chunk_8_1499105773483229_count_0_noise_20_noise_type_White,2,4.5,6.16,psilocybin deaths,20,True,0.9999,0.2268,podcast_lecture,White,psilocybin,deaths,"[{'word_confidence': [['psilocybin', 0.896], ['death', 0.378]], 'confidence': 0.693, 'timestamps': [['psilocybin', 0.23, 1.21], ['death', 1.21, 1.84]], 'transcript': 'psilocybin death '}]",psilocybin,0.9868,death,0.7505
TerenceMckenna-TrueHallucinations15-16_chunk_8_1499105773483229_count_0_noise_30_noise_type_White,2,4.5,6.16,psilocybin deaths,30,True,0.9999,0.2268,podcast_lecture,White,psilocybin,deaths,"[{'word_confidence': [['psilocybin', 0.946], ['staff', 0.09]], 'confidence': 0.634, 'timestamps': [['psilocybin', 0.24, 1.23], ['staff', 1.23, 1.8]], 'transcript': 'psilocybin staff '}]",psilocybin,0.991,staff,0.2093
OpenDoors_chunk_17_1499105773483229_count_0_noise_-1_noise_type_White,2,8.99,10.35,creative rounds,-1,True,0.8521,0.4329,podcast_lecture,White,creative,rounds,"[{'word_confidence': [['creative', 0.163], ['around', 0.578]], 'confidence': 0.311, 'timestamps': [['creative', 0.23, 1.07], ['around', 1.07, 1.54]], 'transcript': 'creative around '}]",creative,0.511,around,0.8745
OpenDoors_chunk_17_1499105773483229_count_0_noise_0_noise_type_White,2,8.99,10.35,creative rounds,0,True,0.8521,0.4329,podcast_lecture,White,creative,rounds,"[{'word_confidence': [['creative', 0.251], ['around', 0.643]], 'confidence': 0.392, 'timestamps': [['creative', 0.23, 1.07], ['around', 1.07, 1.54]], 'transcript': 'creative around '}]",creative,0.8467,around,0.9337
OpenDoors_chunk_17_1499105773483229_count_0_noise_10_noise_type_White,2,8.99,10.35,creative rounds,10,True,0.8521,0.4329,podcast_lecture,White,creative,rounds,"[{'word_confidence': [['creative', 0.585], ['around', 0.884]], 'confidence': 0.692, 'timestamps': [['creative', 0.23, 1.07], ['around', 1.07, 1.54]], 'transcript': 'creative around '}]",creative,0.9624,around,0.9773
OpenDoors_chunk_17_1499105773483229_count_0_noise_20_noise_type_White,2,8.99,10.35,creative rounds,20,True,0.8521,0.4329,podcast_lecture,White,creative,rounds,"[{'word_confidence': [['creative', 0.306], ['around', 0.318]], 'confidence': 0.31, 'timestamps': [['creative', 0.24, 1.07], ['around', 1.07, 1.54]], 'transcript': 'creative around '}]",creative,0.4642,around,0.7631
OpenDoors_chunk_17_1499105773483229_count_0_noise_15_noise_type_White,2,8.99,10.35,creative rounds,15,True,0.8521,0.4329,podcast_lecture,White,creative,rounds,"[{'word_confidence': [['creative', 0.636], ['around', 0.683]], 'confidence': 0.653, 'timestamps': [['creative', 0.24, 1.07], ['around', 1.07, 1.54]], 'transcript': 'creative around '}]",creative,0.9049,around,0.9636
OpenDoors_chunk_17_1499105773483229_count_0_noise_17_noise_type_White,2,8.99,10.35,creative rounds,17,True,0.8521,0.4329,podcast_lecture,White,creative,rounds,"[{'word_confidence': [['creative', 0.497], ['around', 0.457]], 'confidence': 0.482, 'timestamps': [['creative', 0.24, 1.07], ['around', 1.07, 1.54]], 'transcript': 'creative around '}]",creative,0.7824,around,0.9117
OpenDoors_chunk_17_1499105773483229_count_0_noise_19_noise_type_White,2,8.99,10.35,creative rounds,19,True,0.8521,0.4329,podcast_lecture,White,creative,rounds,"[{'word_confidence': [['creative', 0.362], ['around', 0.341]], 'confidence': 0.354, 'timestamps': [['creative', 0.24, 1.07], ['around', 1.07, 1.54]], 'transcript': 'creative around '}]",creative,0.5874,around,0.8038
History_4A_Fall_2007_UC_Berkeley_Lecture_27_State_and_Society_in_the_High_Roman_Empire_20479_chunk_107_1499105773483229_count_0_noise_-1_noise_type_White,2,14.59,16.2,recruitment which,-1,True,0.9476,0.3109,podcast_lecture,White,recruitment,which,[]
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_131_1499105773483229_count_0_noise_-1_noise_type_White,2,6.77,7.55,receive calls,-1,True,0.9922,0.3915,podcast_lecture,White,receive,calls,"[{'word_confidence': [['receive', 0.645], ['calls', 0.22]], 'confidence': 0.49, 'timestamps': [['receive', 0.23, 0.7], ['calls', 0.7, 0.97]], 'transcript': 'receive calls '}]",receive,0.8728,calls,0.569
History_4A_Fall_2007_UC_Berkeley_Lecture_24_Monarchy_at_Rome_The_Age_of_Augustus_20476_chunk_131_1499105773483229_count_0_noise_0_noise_type_White,2,6.77,7.55,receive calls,0,True,0.9922,0.3915,podcast_lecture,White,receive,calls,[]
tmckenna-npr-mar99_chunk_54_1499105773483229_count_0_noise_-1_noise_type_White,2,5.12,6.12,doing doctors,-1,True,0.9806,0.4697,podcast_lecture,White,doing,doctors,"[{'word_confidence': [['doing', 0.996], ['lepidopterist', 0.181]], 'confidence': 0.411, 'timestamps': [['doing', 0.28, 0.56], ['lepidopterist', 0.56, 1.27]], 'transcript': 'doing lepidopterist '}]",doing,0.9972,lepidopterist,0.6908
tmckenna-npr-mar99_chunk_54_1499105773483229_count_0_noise_0_noise_type_White,2,5.12,6.12,doing doctors,0,True,0.9806,0.4697,podcast_lecture,White,doing,doctors,"[{'word_confidence': [['doing', 0.995], ['lepidopterist', 0.153]], 'confidence': 0.391, 'timestamps': [['doing', 0.28, 0.56], ['lepidopterist', 0.56, 1.27]], 'transcript': 'doing lepidopterist '}]",doing,0.9977,lepidopterist,0.5278
tmckenna-npr-mar99_chunk_54_1499105773483229_count_0_noise_10_noise_type_White,2,5.12,6.12,doing doctors,10,True,0.9806,0.4697,podcast_lecture,White,doing,doctors,"[{'word_confidence': [['doing', 0.958], ['let', 0.345], ['the', 0.429], ['doctors', 0.56]], 'confidence': 0.637, 'timestamps': [['doing', 0.28, 0.6], ['let', 0.6, 0.79], ['the', 0.79, 0.87], ['doctors', 0.87, 1.27]], 'transcript': 'doing let the doctors '}]",doing,0.9916,let,0.6606,the,0.7138,doctors,0.5815
tmckenna-npr-mar99_chunk_54_1499105773483229_count_0_noise_20_noise_type_White,2,5.12,6.12,doing doctors,20,True,0.9806,0.4697,podcast_lecture,White,doing,doctors,"[{'word_confidence': [['doing', 0.794], ['let', 0.314], ['the', 0.375], ['doctors', 0.41]], 'confidence': 0.525, 'timestamps': [['doing', 0.28, 0.62], ['let', 0.62, 0.79], ['the', 0.79, 0.87], ['doctors', 0.87, 1.25]], 'transcript': 'doing let the doctors '}]",doing,0.9822,let,0.682,the,0.7554,doctors,0.4986
tmckenna-npr-mar99_chunk_54_1499105773483229_count_0_noise_21_noise_type_White,2,5.12,6.12,doing doctors,21,True,0.9806,0.4697,podcast_lecture,White,doing,doctors,"[{'word_confidence': [['doing', 0.768], ['let', 0.32], ['the', 0.383], ['doctors', 0.4]], 'confidence': 0.516, 'timestamps': [['doing', 0.28, 0.62], ['let', 0.62, 0.79], ['the', 0.79, 0.87], ['doctors', 0.87, 1.23]], 'transcript': 'doing let the doctors '}]",doing,0.97,let,0.6632,the,0.7445,doctors,0.4333
